1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0, 0.01, 1,	1648.9, 425.869
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0, 0.01, 1,	1749.95, 437.357
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0348488, 0.01, 1,	1318.72, 505.59
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0348488, 0.01, 1,	1430.65, 512.867
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0348488, 0.01, 1,	1540.63, 521.408
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0348488, 0.01, 1,	1647.39, 530.487
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0348488, 0.01, 1,	1749.87, 540.451
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0696976, 0.01, 1,	1312.33, 616.614
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0696976, 0.01, 1,	1425.57, 623.426
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0696976, 0.01, 1,	1536.86, 630.822
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0696976, 0.01, 1,	1644.68, 638.708
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0696976, 0.01, 1,	1748.2, 646.766
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.104546, 0.01, 1,	1306.23, 729.91
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.104546, 0.01, 1,	1420.09, 736.29
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.104546, 0.01, 1,	1532.16, 742.636
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.104546, 0.01, 1,	1640.75, 749.03
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.104546, 0.01, 1,	1744.91, 755.465
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.139395, 0.01, 1,	1300.01, 844.66
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.139395, 0.01, 1,	1414.25, 850.191
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.139395, 0.01, 1,	1526.56, 855.729
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.139395, 0.01, 1,	1635.41, 860.632
1,0,0,0,0,1,0,0,0,0,1,0,0.1, 0.1, 0.1, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.139395, 0.01, 1,	1739.86, 864.978
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0, 0.01, 1,	683.175, 300.916
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0, 0.01, 1,	749.108, 298.577
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0, 0.01, 1,	818.056, 297.375
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0, 0.01, 1,	889.047, 296.793
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0, 0.01, 1,	962.203, 297.093
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0348488, 0.01, 1,	671.964, 369.951
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0348488, 0.01, 1,	738.48, 368.457
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0348488, 0.01, 1,	807.885, 367.907
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0348488, 0.01, 1,	879.614, 367.837
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0348488, 0.01, 1,	953.572, 368.633
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0696976, 0.01, 1,	661.806, 441.086
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0696976, 0.01, 1,	728.671, 440.557
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0696976, 0.01, 1,	798.538, 440.64
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0696976, 0.01, 1,	870.812, 441.327
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0696976, 0.01, 1,	945.442, 442.594
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.104546, 0.01, 1,	652.32, 513.987
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.104546, 0.01, 1,	719.651, 514.35
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.104546, 0.01, 1,	789.893, 515.293
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.104546, 0.01, 1,	862.729, 516.741
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.104546, 0.01, 1,	937.887, 518.672
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.139395, 0.01, 1,	644.029, 588.433
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.139395, 0.01, 1,	711.6, 589.779
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.139395, 0.01, 1,	782.161, 591.691
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.139395, 0.01, 1,	855.199, 594.07
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.139395, 0.01, 1,	930.87, 596.599
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0, 0.01, 1,	652.828, 502.888
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0, 0.01, 1,	719.811, 503.232
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0, 0.01, 1,	790.426, 504.218
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0, 0.01, 1,	863.053, 505.761
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0, 0.01, 1,	938.384, 507.641
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0348488, 0.01, 1,	644.224, 577.307
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0348488, 0.01, 1,	711.774, 578.581
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0348488, 0.01, 1,	782.524, 580.503
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0348488, 0.01, 1,	855.643, 582.698
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0348488, 0.01, 1,	931.293, 585.362
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0696976, 0.01, 1,	637.113, 652.83
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0696976, 0.01, 1,	704.765, 655.307
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0696976, 0.01, 1,	775.544, 658.086
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0696976, 0.01, 1,	849.035, 661.084
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0696976, 0.01, 1,	924.932, 664.42
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.104546, 0.01, 1,	630.826, 729.269
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.104546, 0.01, 1,	698.674, 732.71
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.104546, 0.01, 1,	769.636, 736.483
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.104546, 0.01, 1,	843.28, 740.361
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.104546, 0.01, 1,	919.368, 744.4
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.139395, 0.01, 1,	626.128, 805.975
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.139395, 0.01, 1,	693.86, 810.594
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.139395, 0.01, 1,	764.801, 815.368
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.139395, 0.01, 1,	838.45, 820.102
1,0,0,0,0,1,0,0,0,0,1,0,0.4, 0.1, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.139395, 0.01, 1,	914.502, 824.973
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0, 0.01, 1,	878.809, 297.006
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0, 0.01, 1,	951.435, 296.857
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0, 0.01, 1,	1026.27, 297.995
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0, 0.01, 1,	1102.28, 299.986
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0, 0.01, 1,	1179.42, 302.911
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0348488, 0.01, 1,	869.149, 368.154
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0348488, 0.01, 1,	942.672, 368.602
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0348488, 0.01, 1,	1018.33, 370.086
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0348488, 0.01, 1,	1095.3, 372.27
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0348488, 0.01, 1,	1173.37, 375.477
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.0696976, 0.01, 1,	860.348, 441.633
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.0696976, 0.01, 1,	934.524, 442.76
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.0696976, 0.01, 1,	1010.58, 444.746
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.0696976, 0.01, 1,	1088.49, 447.237
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.0696976, 0.01, 1,	1167.51, 450.513
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.104546, 0.01, 1,	852.055, 517.075
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0348488, 0.104546, 0.01, 1,	926.786, 518.796
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.0696976, 0.104546, 0.01, 1,	1003.53, 521.327
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.104546, 0.104546, 0.01, 1,	1082.16, 524.174
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0.139395, 0.104546, 0.01, 1,	1161.82, 527.777
1,0,0,0,0,1,0,0,0,0,1,0,0.3, 0.2, 0.3, 1,	1,0,0,0,0,1,0,0,0,0,1,0,0, 0.139395, 0.01, 1,	844.638, 594.225
