0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 2, 3, 582.75, 1374.5
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 3, 0, 1190, 782
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 3, 2, 1192, 808
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 3, 3, 1338, 796
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 4, 0, 1776, 331
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 4, 1, 1924, 320
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 4, 2, 1778, 356
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 5, 0, 235, 341
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 5, 1, 436, 354
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 5, 3, 437, 383
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 7, 0, 987, 17
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 7, 1, 1187, 11.5
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 7, 2, 991, 46
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 7, 3, 1190, 39
0.168877, 0.000000, 0.985637, -1.220898, 0.098669, -0.994977, -0.016906, 0.113831, 0.980686, 0.100106, -0.168029, 1.131384, 0.000000, 0.000000, 0.000000, 1.000000, 1, 0, 907, 658
