0.452614, -0.000000, 0.891707, -0.904209, -0.347028, -0.921165, 0.176145, -0.567522, 0.821409, -0.389173, -0.416932, 1.343315, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, 0.000000, 0.891707, -0.904209, -0.263286, -0.955417, 0.133639, -0.430572, 0.851952, -0.295260, -0.432435, 1.393264, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, 0.000000, 0.891707, -0.904209, -0.176912, -0.980122, 0.089797, -0.289319, 0.873981, -0.198398, -0.443617, 1.429291, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, -0.000000, 0.891707, -0.904209, -0.088788, -0.995030, 0.045067, -0.145202, 0.887275, -0.099571, -0.450365, 1.451032, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, 0.000000, 0.891707, -0.904209, 0.000240, -1.000000, -0.000122, 0.000393, 0.891707, 0.000269, -0.452614, 1.458279, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, -0.000000, 0.891707, -0.904209, 0.089266, -0.994977, -0.045310, 0.145983, 0.887227, 0.100106, -0.450340, 1.450954, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, 0.000000, 0.891707, -0.904209, 0.177399, -0.980011, -0.090045, 0.290115, 0.873882, 0.198944, -0.443567, 1.429129, 0.000000, 0.000000, 0.000000, 1.000000, 
0.452614, 0.000000, 0.891707, -0.904209, 0.263744, -0.955258, -0.133872, 0.431322, 0.851810, 0.295775, -0.432363, 1.393032, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, 0.000000, 0.932438, -1.020320, -0.363121, -0.921055, 0.140713, -0.530395, 0.858827, -0.389432, -0.332804, 1.254451, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, -0.000000, 0.932438, -1.020320, -0.275312, -0.955417, 0.106686, -0.402136, 0.890867, -0.295260, -0.345220, 1.301250, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, 0.000000, 0.932438, -1.020320, -0.184993, -0.980122, 0.071687, -0.270212, 0.913903, -0.198398, -0.354147, 1.334897, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, 0.000000, 0.932438, -1.020320, -0.092844, -0.995030, 0.035978, -0.135613, 0.927804, -0.099571, -0.359534, 1.355203, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, 0.000000, 0.932438, -1.020320, 0.000251, -1.000000, -0.000097, 0.000367, 0.932438, 0.000269, -0.361329, 1.361971, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, -0.000000, 0.932438, -1.020320, 0.093343, -0.994977, -0.036171, 0.136342, 0.927754, 0.100106, -0.359514, 1.355129, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, -0.000000, 0.932438, -1.020320, 0.185503, -0.980011, -0.071884, 0.270955, 0.913800, 0.198944, -0.354107, 1.334746, 0.000000, 0.000000, 0.000000, 1.000000, 
0.361329, 0.000000, 0.932438, -1.020320, 0.275792, -0.955258, -0.106872, 0.402836, 0.890719, 0.295775, -0.345163, 1.301033, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, -0.375355, -0.921055, 0.103758, -0.488562, 0.887762, -0.389432, -0.245401, 1.155512, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, -0.284588, -0.955417, 0.078668, -0.370420, 0.920881, -0.295260, -0.254556, 1.198620, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, -0.191226, -0.980122, 0.052860, -0.248900, 0.944693, -0.198398, -0.261138, 1.229614, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, -0.095972, -0.995030, 0.026529, -0.124917, 0.959063, -0.099571, -0.265110, 1.248318, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, 0.000260, -1.000000, -0.000072, 0.000338, 0.963853, 0.000269, -0.266434, 1.254552, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, 0.096488, -0.994977, -0.026672, 0.125589, 0.959011, 0.100106, -0.265096, 1.248250, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, -0.000000, 0.963853, -1.126235, 0.191752, -0.980011, -0.053005, 0.249585, 0.944587, 0.198944, -0.261109, 1.229475, 0.000000, 0.000000, 0.000000, 1.000000, 
0.266434, 0.000000, 0.963853, -1.126235, 0.285083, -0.955258, -0.078805, 0.371065, 0.920728, 0.295775, -0.254514, 1.198421, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, -0.000000, 0.985637, -1.220898, -0.383838, -0.921055, 0.065766, -0.442821, 0.907826, -0.389432, -0.155545, 1.047328, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, 0.000000, 0.985637, -1.220898, -0.291020, -0.955417, 0.049863, -0.335739, 0.941694, -0.295260, -0.161348, 1.086401, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, -0.000000, 0.985637, -1.220898, -0.195548, -0.980122, 0.033505, -0.225597, 0.966044, -0.198398, -0.165520, 1.114493, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, -0.000000, 0.985637, -1.220898, -0.098141, -0.995030, 0.016815, -0.113222, 0.980739, -0.099571, -0.168038, 1.131445, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, 0.000000, 0.985637, -1.220898, 0.000265, -1.000000, -0.000045, 0.000306, 0.985637, 0.000269, -0.168877, 1.137096, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, 0.000000, 0.985637, -1.220898, 0.098669, -0.994977, -0.016906, 0.113831, 0.980686, 0.100106, -0.168029, 1.131384, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, 0.000000, 0.985637, -1.220898, 0.196086, -0.980011, -0.033597, 0.226218, 0.965935, 0.198944, -0.165502, 1.114367, 0.000000, 0.000000, 0.000000, 1.000000, 
0.168877, 0.000000, 0.985637, -1.220898, 0.291526, -0.955258, -0.049950, 0.336324, 0.941537, 0.295775, -0.161321, 1.086220, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, -0.327929, -0.921055, 0.210047, -0.600701, 0.775593, -0.389432, -0.496788, 1.420734, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, -0.000000, 0.842070, -0.779075, -0.248630, -0.955417, 0.159254, -0.455441, 0.804528, -0.295260, -0.515322, 1.473737, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, -0.167065, -0.980122, 0.107009, -0.306030, 0.825331, -0.198398, -0.528647, 1.511844, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, -0.083846, -0.995030, 0.053705, -0.153589, 0.837885, -0.099571, -0.536688, 1.534841, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, 0.000227, -1.000000, -0.000145, 0.000415, 0.842070, 0.000269, -0.539368, 1.542507, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, 0.084297, -0.994977, -0.053994, 0.154415, 0.837840, 0.100106, -0.536659, 1.534759, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, 0.167524, -0.980011, -0.107304, 0.306872, 0.825238, 0.198944, -0.528587, 1.511674, 0.000000, 0.000000, 0.000000, 1.000000, 
0.539369, 0.000000, 0.842070, -0.779075, 0.249063, -0.955258, -0.159532, 0.456234, 0.804394, 0.295775, -0.515236, 1.473492, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, -0.305320, -0.921055, 0.241736, -0.628476, 0.722121, -0.389432, -0.571737, 1.486425, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, -0.000000, 0.784015, -0.646145, -0.231489, -0.955417, 0.183280, -0.476500, 0.749061, -0.295260, -0.593067, 1.541879, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, -0.155547, -0.980122, 0.123154, -0.320180, 0.768430, -0.198398, -0.608402, 1.581748, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, -0.078065, -0.995030, 0.061808, -0.160690, 0.780119, -0.099571, -0.617657, 1.605808, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, 0.000211, -1.000000, -0.000167, 0.000435, 0.784015, 0.000269, -0.620742, 1.613828, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, 0.078485, -0.994977, -0.062140, 0.161555, 0.780077, 0.100106, -0.617623, 1.605722, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, -0.000000, 0.784015, -0.646145, 0.155975, -0.980011, -0.123493, 0.321061, 0.768343, 0.198944, -0.608334, 1.581569, 0.000000, 0.000000, 0.000000, 1.000000, 
0.620742, 0.000000, 0.784015, -0.646145, 0.231892, -0.955258, -0.183600, 0.477330, 0.748937, 0.295775, -0.592968, 1.541622, 0.000000, 0.000000, 0.000000, 1.000000, 
0.695912, 0.000000, 0.718127, -0.506760, -0.279661, -0.921055, 0.271010, -0.650944, 0.661434, -0.389432, -0.640974, 1.539565, 0.000000, 0.000000, 0.000000, 1.000000, 
