554.259591, -0.000035, 0.041084, 5500, 0, 0
554.259564, -0.000042, 0.039102, 5225, 0, 5
554.258756, -0.000041, 0.036652, 4950, 0, 10
554.257434, -0.000042, 0.034268, 4675, 0, 15
554.257207, -0.000038, 0.031972, 4400, 0, 20
554.257583, -0.000040, 0.030243, 4125, 0, 25
554.257620, -0.000034, 0.028102, 3850, 0, 30
554.257792, -0.000036, 0.026003, 3575, 0, 35
554.259086, -0.000030, 0.023949, 3300, 0, 40
554.258159, -0.000025, 0.022189, 3025, 0, 45
554.257213, -0.000017, 0.020152, 2750, 0, 50
554.256406, -0.000027, 0.018153, 2475, 0, 55
554.257983, -0.000030, 0.016272, 2200, 0, 60
554.258682, -0.000030, 0.014355, 1925, 0, 65
554.256882, -0.000018, 0.012044, 1650, 0, 70
554.254821, -0.000028, 0.009781, 1375, 0, 75
554.258541, -0.000041, 0.007621, 1100, 0, 80
554.264346, -0.000049, 0.005814, 825, 0, 85
554.258442, -0.000014, 0.003788, 550, 0, 90
554.248737, -0.000036, 0.001799, 275, 0, 95
553.657814, 0.029914, 60330.913036, 5500, 2, 0
553.774610, 0.029790, 57263.451482, 5225, 2, 5
554.262829, 0.023215, 54302.626450, 4950, 2, 10
554.961891, 0.016077, 51278.626435, 4675, 2, 15
556.493368, 0.013645, 48002.352966, 4400, 2, 20
557.374243, 0.020475, 45284.507106, 4125, 2, 25
557.906627, 0.034776, 42689.638259, 3850, 2, 30
558.313700, 0.052998, 40057.066693, 3575, 2, 35
558.900682, 0.078739, 37341.197249, 3300, 2, 40
557.375257, 0.080724, 34622.140101, 3025, 2, 45
555.135768, 0.069490, 31875.020200, 2750, 2, 50
551.746602, 0.061203, 29045.656171, 2475, 2, 55
544.027766, 0.094746, 26054.756767, 2200, 2, 60
541.583789, 0.112455, 22961.075217, 1925, 2, 65
557.366476, -0.008784, 19813.233008, 1650, 2, 70
564.625323, -0.037818, 16492.206789, 1375, 2, 75
564.009962, -0.137511, 12926.857028, 1100, 2, 80
565.402721, -0.188663, 9570.689755, 825, 2, 85
566.049148, -0.191956, 6329.312954, 550, 2, 90
574.990394, -0.041181, 3135.991591, 275, 2, 95
609.331820, -0.058458, 224628.018465, 5500, 4, 0
608.083455, -0.060137, 212617.092126, 5225, 4, 5
605.384931, -0.067806, 200510.266583, 4950, 4, 10
601.391936, -0.081789, 188151.529444, 4675, 4, 15
594.667345, -0.113656, 175160.293605, 4400, 4, 20
594.936307, -0.141750, 161587.253369, 4125, 4, 25
596.445334, -0.171402, 147870.585160, 3850, 4, 30
596.384818, -0.203853, 134041.517244, 3575, 4, 35
593.343572, -0.241932, 120039.632764, 3300, 4, 40
594.231773, -0.281205, 110303.399808, 3025, 4, 45
595.703095, -0.309341, 101723.498566, 2750, 4, 50
596.834078, -0.335964, 93200.367105, 2475, 4, 55
600.162517, -0.398329, 84441.031703, 2200, 4, 60
596.212938, -0.428692, 74298.153333, 1925, 4, 65
548.583765, 0.375968, 63942.544023, 1650, 4, 70
539.881007, 0.388607, 53314.795030, 1375, 4, 75
524.362999, 0.331664, 42484.472588, 1100, 4, 80
522.487061, 0.345532, 31714.213696, 825, 4, 85
527.559691, 0.462624, 21028.159685, 550, 4, 90
544.147020, 0.773971, 10421.509645, 275, 4, 95
