0.847565, -0.530397, 0.017675, -0.035873, -0.267771, -0.456174, -0.848648, 1.722463, 0.458184, 0.714552, -0.528662, 0.751234, 0.000000, 0.000000, 0.000000, 1.000000, 
0.659134, -0.751980, 0.008225, -0.025523, -0.688733, -0.608016, -0.394922, 1.225506, 0.301975, 0.254642, -0.918678, 1.366769, 0.000000, 0.000000, 0.000000, 1.000000, 
0.786782, -0.616927, 0.019389, -0.039421, -0.210842, -0.298149, -0.930942, 1.892801, 0.580104, 0.728360, -0.364652, 0.230861, 0.000000, 0.000000, 0.000000, 1.000000, 
0.760984, -0.648729, 0.007349, -0.026722, -0.605040, -0.713732, -0.352864, 1.283076, 0.234159, 0.264078, -0.935646, 1.319695, 0.000000, 0.000000, 0.000000, 1.000000, 
0.585332, -0.810761, 0.007349, -0.026722, -0.757111, -0.549797, -0.352854, 1.283072, 0.290121, 0.200973, -0.935649, 1.319698, 0.000000, 0.000000, 0.000000, 1.000000, 
0.101189, -0.978662, -0.178836, 0.650294, -0.951625, -0.042793, -0.304266, 1.106393, 0.290121, 0.200973, -0.935649, 1.319698, 0.000000, 0.000000, 0.000000, 1.000000, 
0.429702, -0.860619, -0.273297, 0.578054, -0.524471, 0.008499, -0.851386, 1.800779, 0.735041, 0.509179, -0.447718, 0.234120, 0.000000, 0.000000, 0.000000, 1.000000, 
0.548065, -0.827910, 0.119118, -0.238758, -0.203399, -0.270053, -0.941116, 1.886360, 0.811328, 0.491565, -0.316403, -0.090892, 0.000000, 0.000000, 0.000000, 1.000000, 
0.584595, -0.681637, 0.440022, -0.881977, 0.000619, -0.541975, -0.840395, 1.684480, 0.811325, 0.491563, -0.316414, -0.090886, 0.000000, 0.000000, 0.000000, 1.000000, 
0.687421, -0.577784, 0.440021, -0.881977, 0.088515, -0.534703, -0.840391, 1.684480, 0.720845, 0.616651, -0.316424, -0.090879, 0.000000, 0.000000, 0.000000, 1.000000, 
0.377876, -0.864362, -0.331795, 0.762122, -0.675566, -0.012359, -0.737196, 1.693313, 0.633103, 0.502718, -0.588604, 0.385629, 0.000000, 0.000000, 0.000000, 1.000000, 
0.505388, -0.763110, -0.402797, 0.776854, -0.392254, 0.212606, -0.894950, 1.726044, 0.768582, 0.610296, -0.191885, 0.146317, 0.000000, 0.000000, 0.000000, 1.000000, 
0.616437, -0.786710, -0.033058, 0.063757, -0.171133, -0.092877, -0.980861, 1.891736, 0.768582, 0.610296, -0.191885, 0.146317, 0.000000, 0.000000, 0.000000, 1.000000, 
