-0.1,0.1,0.3,0.01,0.04,42.619,551.59
-0.1,0.1,0.3,0.02,0,70.899,465.26
-0.1,0.1,0.3,0.02,0.01,69.681,485.88
-0.1,0.1,0.3,0.02,0.02,68.307,506.81
-0.1,0.1,0.3,0.02,0.03,66.778,528.09
-0.1,0.1,0.3,0.02,0.04,65.093,549.75
-0.1,0.1,0.3,0.03,0,92.444,464.16
-0.1,0.1,0.3,0.03,0.01,91.323,484.63
-0.1,0.1,0.3,0.03,0.02,90.058,505.42
-0.1,0.1,0.3,0.03,0.03,88.65,526.55
-0.05,0.1,0.3,0.01,0.04,268.93,456.06
-0.05,0.1,0.3,0.02,0,285.16,392.08
-0.05,0.1,0.3,0.02,0.01,285.07,407.83
-0.05,0.1,0.3,0.02,0.02,284.97,423.7
-0.05,0.1,0.3,0.02,0.03,284.86,439.71
-0.05,0.1,0.3,0.02,0.04,284.73,455.89
-0.05,0.1,0.3,0.03,0,300.71,392.02
-0.05,0.1,0.3,0.03,0.01,300.67,407.76
-0.05,0.1,0.3,0.03,0.02,300.61,423.61
-0.05,0.1,0.3,0.03,0.03,300.55,439.62
0,0.1,0.3,0.01,0.04,216.01,766.92
0,0.1,0.3,0.02,0,239.23,672.73
0,0.1,0.3,0.02,0.01,238.43,695.13
0,0.1,0.3,0.02,0.02,237.6,718.1
0,0.1,0.3,0.02,0.03,236.72,741.67
0,0.1,0.3,0.02,0.04,235.8,765.87
0,0.1,0.3,0.03,0,258.1,672.04
0,0.1,0.3,0.03,0.01,257.49,694.41
0,0.1,0.3,0.03,0.02,256.85,717.35
0,0.1,0.3,0.03,0.03,256.17,740.88
0.05,0.1,0.3,0.01,0.04,491.98,500.15
0.05,0.1,0.3,0.02,0,506.37,432.83
0.05,0.1,0.3,0.02,0.01,507,449.59
0.05,0.1,0.3,0.02,0.02,507.72,466.54
0.05,0.1,0.3,0.02,0.03,508.53,483.68
0.05,0.1,0.3,0.02,0.04,509.42,501.04
0.05,0.1,0.3,0.03,0,523.8,433.45
0.05,0.1,0.3,0.03,0.01,524.49,450.3
0.05,0.1,0.3,0.03,0.02,525.27,467.33
0.05,0.1,0.3,0.03,0.03,526.15,484.56
0.1,0.1,0.3,0.01,0.04,545.77,678.96
0.1,0.1,0.3,0.02,0,559.48,588.07
0.1,0.1,0.3,0.02,0.01,561.43,610.57
0.1,0.1,0.3,0.02,0.02,563.52,633.59
0.1,0.1,0.3,0.02,0.03,565.75,657.15
0.1,0.1,0.3,0.02,0.04,568.13,681.3
0.1,0.1,0.3,0.03,0,581.53,590.03
0.1,0.1,0.3,0.03,0.01,583.65,612.68
0.1,0.1,0.3,0.03,0.02,585.92,635.84
0.1,0.1,0.3,0.03,0.03,588.34,659.56
-0.1,0.1,0.31,0.01,0.04,178.11,565.1
-0.1,0.1,0.31,0.02,0,202.29,478.36
-0.1,0.1,0.31,0.02,0.01,201.6,499.19
-0.1,0.1,0.31,0.02,0.02,200.83,520.39
-0.1,0.1,0.31,0.02,0.03,199.98,541.99
-0.1,0.1,0.31,0.02,0.04,199.05,564.05
-0.1,0.1,0.31,0.03,0,222.45,477.77
-0.1,0.1,0.31,0.03,0.01,221.87,498.52
-0.1,0.1,0.31,0.03,0.02,221.23,519.65
-0.1,0.1,0.31,0.03,0.03,220.52,541.18
-0.05,0.1,0.31,0.01,0.04,185.48,576.3
-0.05,0.1,0.31,0.02,0,206.9,498.77
-0.05,0.1,0.31,0.02,0.01,206.25,517.42
-0.05,0.1,0.31,0.02,0.02,205.55,536.39
-0.05,0.1,0.31,0.02,0.03,204.78,555.7
-0.05,0.1,0.31,0.02,0.04,203.96,575.38
-0.05,0.1,0.31,0.03,0,224.74,498.2
-0.05,0.1,0.31,0.03,0.01,224.19,516.8
-0.05,0.1,0.31,0.03,0.02,223.6,535.71
-0.05,0.1,0.31,0.03,0.03,222.95,554.96
0,0.1,0.31,0.01,0.04,376.5,439.03
0,0.1,0.31,0.02,0,396.06,357.57
0,0.1,0.31,0.02,0.01,396.2,377.76
0,0.1,0.31,0.02,0.02,396.4,398.09
0,0.1,0.31,0.02,0.03,396.66,418.59
0,0.1,0.31,0.02,0.04,396.97,439.33
0,0.1,0.31,0.03,0,416.47,357.69
0,0.1,0.31,0.03,0.01,416.65,377.95
0,0.1,0.31,0.03,0.02,416.9,398.34
0,0.1,0.31,0.03,0.03,417.22,418.92
0.05,0.1,0.31,0.01,0.04,486.85,687.77
0.05,0.1,0.31,0.02,0,502.84,588.34
0.05,0.1,0.31,0.02,0.01,504.52,612.72
0.05,0.1,0.31,0.02,0.02,506.34,637.72
0.05,0.1,0.31,0.02,0.03,508.28,663.39
0.05,0.1,0.31,0.02,0.04,510.36,689.78
0.05,0.1,0.31,0.03,0,525.85,590.06
0.05,0.1,0.31,0.03,0.01,527.73,614.57
0.05,0.1,0.31,0.03,0.02,529.77,639.71
0.05,0.1,0.31,0.03,0.03,531.94,665.52
0.1,0.1,0.31,0.01,0.04,634.17,583.09
0.1,0.1,0.31,0.02,0,648.7,501.83
0.1,0.1,0.31,0.02,0.01,650.43,522.2
0.1,0.1,0.31,0.02,0.02,652.33,542.89
0.1,0.1,0.31,0.02,0.03,654.41,563.94
0.1,0.1,0.31,0.02,0.04,656.66,585.36
0.1,0.1,0.31,0.03,0,671.25,503.52
0.1,0.1,0.31,0.03,0.01,673.08,524.07
0.1,0.1,0.31,0.03,0.02,675.1,544.94
0.1,0.1,0.31,0.03,0.03,677.3,566.16
-0.1,0.1,0.32,0.01,0.04,191.12,506.9
-0.1,0.1,0.32,0.02,0,210.19,437.51
-0.1,0.1,0.32,0.02,0.01,209.77,454.38
-0.1,0.1,0.32,0.02,0.02,209.31,471.45
-0.1,0.1,0.32,0.02,0.03,208.79,488.73
-0.1,0.1,0.32,0.02,0.04,208.22,506.26
-0.1,0.1,0.32,0.03,0,226.84,437.16
-0.1,0.1,0.32,0.03,0.01,226.49,453.98
-0.1,0.1,0.32,0.03,0.02,226.09,470.99
-0.1,0.1,0.32,0.03,0.03,225.65,488.23
-0.05,0.1,0.32,0.01,0.04,315.73,398.71
-0.05,0.1,0.32,0.02,0,333.61,326.86
-0.05,0.1,0.32,0.02,0.01,333.61,344.72
-0.05,0.1,0.32,0.02,0.02,333.63,362.63
-0.05,0.1,0.32,0.02,0.03,333.65,380.62
-0.05,0.1,0.32,0.02,0.04,333.69,398.72
-0.05,0.1,0.32,0.03,0,351.48,326.86
-0.05,0.1,0.32,0.03,0.01,351.5,344.74
-0.05,0.1,0.32,0.03,0.02,351.53,362.66
-0.05,0.1,0.32,0.03,0.03,351.59,380.67
0,0.1,0.32,0.01,0.04,367.57,589.83
0,0.1,0.32,0.02,0,385.95,503.3
0,0.1,0.32,0.02,0.01,386.4,524.39
0,0.1,0.32,0.02,0.02,386.88,545.9
0,0.1,0.32,0.02,0.03,387.42,567.87
0,0.1,0.32,0.02,0.04,388,590.34
0,0.1,0.32,0.03,0,405.91,503.78
0,0.1,0.32,0.03,0.01,406.48,524.93
0,0.1,0.32,0.03,0.02,407.12,546.49
0,0.1,0.32,0.03,0.03,407.81,568.51
0.05,0.1,0.32,0.01,0.04,314.24,655.02
0.05,0.1,0.32,0.02,0,332.76,570.4
0.05,0.1,0.32,0.02,0.01,332.86,590.86
0.05,0.1,0.32,0.02,0.02,332.97,611.76
0.05,0.1,0.32,0.02,0.03,333.09,633.15
0.05,0.1,0.32,0.02,0.04,333.21,655.05
0.05,0.1,0.32,0.03,0,351.11,570.57
0.05,0.1,0.32,0.03,0.01,351.36,591.04
0.05,0.1,0.32,0.03,0.02,351.62,611.96
0.05,0.1,0.32,0.03,0.03,351.9,633.36
0.1,0.1,0.32,0.01,0.04,529.32,653.81
0.1,0.1,0.32,0.02,0,542.15,573.36
0.1,0.1,0.32,0.02,0.01,543.73,593.32
0.1,0.1,0.32,0.02,0.02,545.41,613.68
0.1,0.1,0.32,0.02,0.03,547.2,634.46
0.1,0.1,0.32,0.02,0.04,549.09,655.68
0.1,0.1,0.32,0.03,0,561.69,574.94
0.1,0.1,0.32,0.03,0.01,563.39,595.01
0.1,0.1,0.32,0.03,0.02,565.21,615.48
0.1,0.1,0.32,0.03,0.03,567.14,636.37
-0.1,0.1,0.33,0.01,0.04,241.19,718.42
-0.1,0.1,0.33,0.02,0,271.17,594.04
-0.1,0.1,0.33,0.02,0.01,270.59,623.36
-0.1,0.1,0.33,0.02,0.02,269.95,653.66
-0.1,0.1,0.33,0.02,0.03,269.27,684.99
-0.1,0.1,0.33,0.02,0.04,268.53,717.45
-0.1,0.1,0.33,0.03,0,296.97,593.63
-0.1,0.1,0.33,0.03,0.01,296.69,622.92
-0.1,0.1,0.33,0.03,0.02,296.39,653.17
-0.1,0.1,0.33,0.03,0.03,296.07,684.47
-0.05,0.1,0.33,0.01,0.04,228.8,529.68
-0.05,0.1,0.33,0.02,0,247.72,457.55
-0.05,0.1,0.33,0.02,0.01,247.4,475.07
-0.05,0.1,0.33,0.02,0.02,247.04,492.83
-0.05,0.1,0.33,0.02,0.03,246.64,510.85
-0.05,0.1,0.33,0.02,0.04,246.2,529.17
-0.05,0.1,0.33,0.03,0,264.66,457.28
-0.05,0.1,0.33,0.03,0.01,264.41,474.77
-0.05,0.1,0.33,0.03,0.02,264.13,492.49
-0.05,0.1,0.33,0.03,0.03,263.83,510.48
0,0.1,0.33,0.01,0.04,382.44,435.16
0,0.1,0.33,0.02,0,397.94,370.29
0,0.1,0.33,0.02,0.01,398.08,386.4
0,0.1,0.33,0.02,0.02,398.25,402.61
0,0.1,0.33,0.02,0.03,398.47,418.93
0,0.1,0.33,0.02,0.04,398.72,435.4
0,0.1,0.33,0.03,0,414.18,370.42
0,0.1,0.33,0.03,0.01,414.34,386.58
0,0.1,0.33,0.03,0.02,414.56,402.82
0,0.1,0.33,0.03,0.03,414.82,419.19
0.05,0.1,0.33,0.01,0.04,468.69,625.64
0.05,0.1,0.33,0.02,0,481.46,553.76
0.05,0.1,0.33,0.02,0.01,482.48,571.53
0.05,0.1,0.33,0.02,0.02,483.56,589.62
0.05,0.1,0.33,0.02,0.03,484.7,608.05
0.05,0.1,0.33,0.02,0.04,485.92,626.83
0.05,0.1,0.33,0.03,0,498.45,554.79
0.05,0.1,0.33,0.03,0.01,499.57,572.63
0.05,0.1,0.33,0.03,0.02,500.76,590.79
0.05,0.1,0.33,0.03,0.03,502.02,609.29
0.1,0.1,0.33,0.01,0.04,486.42,748.83
0.1,0.1,0.33,0.02,0,500.75,651.16
0.1,0.1,0.33,0.02,0.01,502.54,675.11
0.1,0.1,0.33,0.02,0.02,504.44,699.69
0.1,0.1,0.33,0.02,0.03,506.45,724.94
0.1,0.1,0.33,0.02,0.04,508.56,750.88
0.1,0.1,0.33,0.03,0,522.33,653
